sentence_id,congruent,position,sentence,target,semantics_grammar,semantics,grammar,no,unknown,most_popular,percent,structure,length,words,subject,verb,object,gen,adj,subject_length,subject_lemma,subject_ipm,subject_gender,verb_length,verb_lemma,verb_ipm,object_length,object_lemma,object_ipm,object_gender,gen_length,gen_lemma,gen_ipm,gen_gender,adj_length,adj_lemma,adj_ipm,adj_gender,task_type,selected
4,Адвокат обжаловал решение властей,2,Адвокат обжаловал воспоминание властей,semantics,,1.0,,,,semantics,1.0,Subject - Verb - Object - Gen,4,"['Адвокат', 'обжаловал', 'решение', 'властей']",адвокат,обжаловал,решение,властей,,3,адвокат,29.98,masc,4,обжаловать,2.18,4,решение,238.707453512315,neut,2.0,власть,358.6754145196565,femn,,,0.02,,to_evaluate,1
4,Адвокат обжаловал решение властей,2,Адвокат обжаловал решением властей,grammar,,,1.0,,,grammar,1.0,Subject - Verb - Object - Gen,4,"['Адвокат', 'обжаловал', 'решение', 'властей']",адвокат,обжаловал,решение,властей,,3,адвокат,29.98,masc,4,обжаловать,2.18,4,решение,238.707453512315,neut,2.0,власть,358.6754145196565,femn,,,0.02,,to_evaluate,1
4,Адвокат обжаловал решение властей,2,Адвокат обжаловал решение властей,no,,,,1.0,,no,1.0,Subject - Verb - Object - Gen,4,"['Адвокат', 'обжаловал', 'решение', 'властей']",адвокат,обжаловал,решение,властей,,3,адвокат,29.98,masc,4,обжаловать,2.18,4,решение,238.707453512315,neut,2.0,власть,358.6754145196565,femn,,,0.02,,to_evaluate,1
6,Администратор нажала кнопку сигнализации,2,Администратор нажала родиной сигнализации,semantics_grammar,1.0,,,,,semantics_grammar,1.0,Subject - Verb - Object - Gen,4,"['Администратор', 'нажала', 'кнопку', 'сигнализации']",администратор,нажала,кнопку,сигнализации,,5,администратор,9.66,masc,3,нажать,13.48,2,кнопка,17.11,femn,6.0,сигнализация,3.52,femn,,,0.02,,to_evaluate,1
6,Администратор нажала кнопку сигнализации,2,Администратор нажала родиной сигнализации,semantics_grammar,0.75,0.25,,,,semantics_grammar,0.75,Subject - Verb - Object - Gen,4,"['Администратор', 'нажала', 'кнопку', 'сигнализации']",администратор,нажала,кнопку,сигнализации,,5,администратор,9.66,masc,3,нажать,13.48,2,кнопка,17.11,femn,6.0,сигнализация,3.52,femn,,,0.02,,to_evaluate,1
6,Администратор нажала кнопку сигнализации,2,Администратор нажала родиной сигнализации,semantics_grammar,0.875,0.125,,,,semantics_grammar,0.875,Subject - Verb - Object - Gen,4,"['Администратор', 'нажала', 'кнопку', 'сигнализации']",администратор,нажала,кнопку,сигнализации,,5,администратор,9.66,masc,3,нажать,13.48,2,кнопка,17.11,femn,6.0,сигнализация,3.52,femn,,,0.02,,to_evaluate,1
6,Администратор нажала кнопку сигнализации,2,Администратор нажала кнопку сигнализации,no,,,,1.0,,no,1.0,Subject - Verb - Object - Gen,4,"['Администратор', 'нажала', 'кнопку', 'сигнализации']",администратор,нажала,кнопку,сигнализации,,5,администратор,9.66,masc,3,нажать,13.48,2,кнопка,17.11,femn,6.0,сигнализация,3.52,femn,,,0.02,,to_evaluate,1
6,Администратор нажала кнопку сигнализации,2,Администратор нажала кнопке сигнализации,grammar,,,1.0,,,grammar,1.0,Subject - Verb - Object - Gen,4,"['Администратор', 'нажала', 'кнопку', 'сигнализации']",администратор,нажала,кнопку,сигнализации,,5,администратор,9.66,masc,3,нажать,13.48,2,кнопка,17.11,femn,6.0,сигнализация,3.52,femn,,,0.02,,to_evaluate,1
6,Администратор нажала кнопку сигнализации,2,Администратор нажала родину сигнализации,semantics,,1.0,,,,semantics,1.0,Subject - Verb - Object - Gen,4,"['Администратор', 'нажала', 'кнопку', 'сигнализации']",администратор,нажала,кнопку,сигнализации,,5,администратор,9.66,masc,3,нажать,13.48,2,кнопка,17.11,femn,6.0,сигнализация,3.52,femn,,,0.02,,to_evaluate,1
7,Администрация начала спасательную операцию,3,Администрация начала спасательную операцию,no,,0.1666666666666666,,0.8333333333333334,,no,0.8333333333333334,Subject - Verb - Adj - Object,4,"['Администрация', 'начала', 'спасательную', 'операцию']",администрация,начала,операцию,,спасательную,6,администрация,45.84,femn,3,начало,339.05,5,операция,90.19,femn,,,0.02,,5.0,спасательный,4.91,masc,to_evaluate,1
7,Администрация начала спасательную операцию,3,Администрация начала спасательную операции,grammar,,,0.8888888888888888,0.1111111111111111,,grammar,0.8888888888888888,Subject - Verb - Adj - Object,4,"['Администрация', 'начала', 'спасательную', 'операцию']",администрация,начала,операцию,,спасательную,6,администрация,45.84,femn,3,начало,339.05,5,операция,90.19,femn,,,0.02,,5.0,спасательный,4.91,masc,to_evaluate,1
7,Администрация начала спасательную операцию,3,Администрация начала спасательную операции,grammar,,,1.0,,,grammar,1.0,Subject - Verb - Adj - Object,4,"['Администрация', 'начала', 'спасательную', 'операцию']",администрация,начала,операцию,,спасательную,6,администрация,45.84,femn,3,начало,339.05,5,операция,90.19,femn,,,0.02,,5.0,спасательный,4.91,masc,to_evaluate,1
7,Администрация начала спасательную операцию,3,Администрация начала спасательную операции,grammar,,,0.8333333333333334,0.1666666666666666,,grammar,0.8333333333333334,Subject - Verb - Adj - Object,4,"['Администрация', 'начала', 'спасательную', 'операцию']",администрация,начала,операцию,,спасательную,6,администрация,45.84,femn,3,начало,339.05,5,операция,90.19,femn,,,0.02,,5.0,спасательный,4.91,masc,to_evaluate,1
7,Администрация начала спасательную операцию,3,Администрация начала спасательную культуре,semantics_grammar,1.0,,,,,semantics_grammar,1.0,Subject - Verb - Adj - Object,4,"['Администрация', 'начала', 'спасательную', 'операцию']",администрация,начала,операцию,,спасательную,6,администрация,45.84,femn,3,начало,339.05,5,операция,90.19,femn,,,0.02,,5.0,спасательный,4.91,masc,to_evaluate,1
7,Администрация начала спасательную операцию,3,Администрация начала спасательную культуру,semantics,,1.0,,,,semantics,1.0,Subject - Verb - Adj - Object,4,"['Администрация', 'начала', 'спасательную', 'операцию']",администрация,начала,операцию,,спасательную,6,администрация,45.84,femn,3,начало,339.05,5,операция,90.19,femn,,,0.02,,5.0,спасательный,4.91,masc,to_evaluate,1
8,Артиллеристы подготовили орудия,2,Артиллеристы подготовили знакомстве,semantics_grammar,1.0,,,,,semantics_grammar,1.0,Subject - Verb - Object,3,"['Артиллеристы', 'подготовили', 'орудия']",артиллеристы,подготовили,орудия,,,5,артиллерист,7.69,masc,5,подготовить,47.3,4,орудие,71.67,neut,,,0.02,,,,0.02,,to_evaluate,1
8,Артиллеристы подготовили орудия,2,Артиллеристы подготовили знакомства,semantics,,0.75,,0.25,,semantics,0.75,Subject - Verb - Object,3,"['Артиллеристы', 'подготовили', 'орудия']",артиллеристы,подготовили,орудия,,,5,артиллерист,7.69,masc,5,подготовить,47.3,4,орудие,71.67,neut,,,0.02,,,,0.02,,to_evaluate,1
8,Артиллеристы подготовили орудия,2,Артиллеристы подготовили орудию,grammar,,,1.0,,,grammar,1.0,Subject - Verb - Object,3,"['Артиллеристы', 'подготовили', 'орудия']",артиллеристы,подготовили,орудия,,,5,артиллерист,7.69,masc,5,подготовить,47.3,4,орудие,71.67,neut,,,0.02,,,,0.02,,to_evaluate,1
8,Артиллеристы подготовили орудия,2,Артиллеристы подготовили орудия,no,,,,1.0,,no,1.0,Subject - Verb - Object,3,"['Артиллеристы', 'подготовили', 'орудия']",артиллеристы,подготовили,орудия,,,5,артиллерист,7.69,masc,5,подготовить,47.3,4,орудие,71.67,neut,,,0.02,,,,0.02,,to_evaluate,1
9,Артисты прокомментировали перенос премьеры,2,Артисты прокомментировали лексиконе премьеры,semantics_grammar,1.0,,,,,semantics_grammar,1.0,Subject - Verb - Object - Gen,4,"['Артисты', 'прокомментировали', 'перенос', 'премьеры']",артисты,прокомментировали,перенос,премьеры,,3,артист,76.99,masc,7,прокомментировать,3.84,3,перенос,6.93,masc,3.0,премьера,13.12,femn,,,0.02,,to_evaluate,1
9,Артисты прокомментировали перенос премьеры,2,Артисты прокомментировали переноса премьеры,grammar,,,1.0,,,grammar,1.0,Subject - Verb - Object - Gen,4,"['Артисты', 'прокомментировали', 'перенос', 'премьеры']",артисты,прокомментировали,перенос,премьеры,,3,артист,76.99,masc,7,прокомментировать,3.84,3,перенос,6.93,masc,3.0,премьера,13.12,femn,,,0.02,,to_evaluate,1
9,Артисты прокомментировали перенос премьеры,2,Артисты прокомментировали гарем премьеры,semantics,,1.0,,,,semantics,1.0,Subject - Verb - Object - Gen,4,"['Артисты', 'прокомментировали', 'перенос', 'премьеры']",артисты,прокомментировали,перенос,премьеры,,3,артист,76.99,masc,7,прокомментировать,3.84,3,перенос,6.93,masc,3.0,премьера,13.12,femn,,,0.02,,to_evaluate,1
9,Артисты прокомментировали перенос премьеры,2,Артисты прокомментировали перенос премьеры,no,,,,1.0,,no,1.0,Subject - Verb - Object - Gen,4,"['Артисты', 'прокомментировали', 'перенос', 'премьеры']",артисты,прокомментировали,перенос,премьеры,,3,артист,76.99,masc,7,прокомментировать,3.84,3,перенос,6.93,masc,3.0,премьера,13.12,femn,,,0.02,,to_evaluate,1
11,Барабанщик покинул группу,2,Барабанщик покинул записке,semantics_grammar,1.0,,,,,semantics_grammar,1.0,Subject - Verb - Object,3,"['Барабанщик', 'покинул', 'группу']",барабанщик,покинул,группу,,,4,барабанщик,2.8,masc,3,покинуть,50.49,2,группа,253.9644981949859,femn,,,0.02,,,,0.02,,to_evaluate,1
11,Барабанщик покинул группу,2,Барабанщик покинул записку,semantics,0.1666666666666666,0.8333333333333334,,,,semantics,0.8333333333333334,Subject - Verb - Object,3,"['Барабанщик', 'покинул', 'группу']",барабанщик,покинул,группу,,,4,барабанщик,2.8,masc,3,покинуть,50.49,2,группа,253.9644981949859,femn,,,0.02,,,,0.02,,to_evaluate,1
11,Барабанщик покинул группу,2,Барабанщик покинул группу,no,,,,1.0,,no,1.0,Subject - Verb - Object,3,"['Барабанщик', 'покинул', 'группу']",барабанщик,покинул,группу,,,4,барабанщик,2.8,masc,3,покинуть,50.49,2,группа,253.9644981949859,femn,,,0.02,,,,0.02,,to_evaluate,1
11,Барабанщик покинул группу,2,Барабанщик покинул группы,grammar,,,1.0,,,grammar,1.0,Subject - Verb - Object,3,"['Барабанщик', 'покинул', 'группу']",барабанщик,покинул,группу,,,4,барабанщик,2.8,masc,3,покинуть,50.49,2,группа,253.9644981949859,femn,,,0.02,,,,0.02,,to_evaluate,1
12,Бастующие требуют повышения зарплаты,2,Бастующие требуют местечке зарплаты,semantics_grammar,1.0,,,,,semantics_grammar,1.0,Subject - Verb - Object - Gen,4,"['Бастующие', 'требуют', 'повышения', 'зарплаты']",бастующие,требуют,повышения,зарплаты,,5,бастовать,3.01,,3,требовать,214.7950470553509,5,повышение,43.32,neut,3.0,зарплата,33.35,femn,,,0.02,,to_evaluate,1
12,Бастующие требуют повышения зарплаты,2,Бастующие требуют местечко зарплаты,semantics_grammar,1.0,,,,,semantics_grammar,1.0,Subject - Verb - Object - Gen,4,"['Бастующие', 'требуют', 'повышения', 'зарплаты']",бастующие,требуют,повышения,зарплаты,,5,бастовать,3.01,,3,требовать,214.7950470553509,5,повышение,43.32,neut,3.0,зарплата,33.35,femn,,,0.02,,to_evaluate,1
12,Бастующие требуют повышения зарплаты,2,Бастующие требуют местечка зарплаты,semantics,0.1666666666666666,0.8333333333333334,,,,semantics,0.8333333333333334,Subject - Verb - Object - Gen,4,"['Бастующие', 'требуют', 'повышения', 'зарплаты']",бастующие,требуют,повышения,зарплаты,,5,бастовать,3.01,,3,требовать,214.7950470553509,5,повышение,43.32,neut,3.0,зарплата,33.35,femn,,,0.02,,to_evaluate,1
12,Бастующие требуют повышения зарплаты,2,Бастующие требуют повышением зарплаты,grammar,,,1.0,,,grammar,1.0,Subject - Verb - Object - Gen,4,"['Бастующие', 'требуют', 'повышения', 'зарплаты']",бастующие,требуют,повышения,зарплаты,,5,бастовать,3.01,,3,требовать,214.7950470553509,5,повышение,43.32,neut,3.0,зарплата,33.35,femn,,,0.02,,to_evaluate,1
12,Бастующие требуют повышения зарплаты,2,Бастующие требуют повышения зарплаты,no,,,,1.0,,no,1.0,Subject - Verb - Object - Gen,4,"['Бастующие', 'требуют', 'повышения', 'зарплаты']",бастующие,требуют,повышения,зарплаты,,5,бастовать,3.01,,3,требовать,214.7950470553509,5,повышение,43.32,neut,3.0,зарплата,33.35,femn,,,0.02,,to_evaluate,1
13,Бельгийцы разделяют безмерную скорбь,3,Бельгийцы разделяют безмерную подбору,semantics,0.1111111111111111,0.8888888888888888,,,,semantics,0.8888888888888888,Subject - Verb - Adj - Object,4,"['Бельгийцы', 'разделяют', 'безмерную', 'скорбь']",бельгийцы,разделяют,скорбь,,безмерную,3,бельгиец,2.1,masc,4,разделять,33.7,1,скорбь,20.13,femn,,,0.02,,4.0,безмерный,4.76,masc,to_evaluate,1
13,Бельгийцы разделяют безмерную скорбь,3,Бельгийцы разделяют безмерную скорби,grammar,,,1.0,,,grammar,1.0,Subject - Verb - Adj - Object,4,"['Бельгийцы', 'разделяют', 'безмерную', 'скорбь']",бельгийцы,разделяют,скорбь,,безмерную,3,бельгиец,2.1,masc,4,разделять,33.7,1,скорбь,20.13,femn,,,0.02,,4.0,безмерный,4.76,masc,to_evaluate,1
13,Бельгийцы разделяют безмерную скорбь,3,Бельгийцы разделяют безмерную скорбь,no,,,,1.0,,no,1.0,Subject - Verb - Adj - Object,4,"['Бельгийцы', 'разделяют', 'безмерную', 'скорбь']",бельгийцы,разделяют,скорбь,,безмерную,3,бельгиец,2.1,masc,4,разделять,33.7,1,скорбь,20.13,femn,,,0.02,,4.0,безмерный,4.76,masc,to_evaluate,1
13,Бельгийцы разделяют безмерную скорбь,3,Бельгийцы разделяют безмерную подбором,semantics_grammar,1.0,,,,,semantics_grammar,1.0,Subject - Verb - Adj - Object,4,"['Бельгийцы', 'разделяют', 'безмерную', 'скорбь']",бельгийцы,разделяют,скорбь,,безмерную,3,бельгиец,2.1,masc,4,разделять,33.7,1,скорбь,20.13,femn,,,0.02,,4.0,безмерный,4.76,masc,to_evaluate,1
14,Бизнесмен отрицал обвинения,2,Бизнесмен отрицал обвинениях,grammar,,,1.0,,,grammar,1.0,Subject - Verb - Object,3,"['Бизнесмен', 'отрицал', 'обвинения']",бизнесмен,отрицал,обвинения,,,3,бизнесмен,10.67,masc,3,отрицать,30.51,5,обвинение,36.92,neut,,,0.02,,,,0.02,,to_evaluate,1
14,Бизнесмен отрицал обвинения,2,Бизнесмен отрицал вёсла,semantics,0.125,0.875,,,,semantics,0.875,Subject - Verb - Object,3,"['Бизнесмен', 'отрицал', 'обвинения']",бизнесмен,отрицал,обвинения,,,3,бизнесмен,10.67,masc,3,отрицать,30.51,5,обвинение,36.92,neut,,,0.02,,,,0.02,,to_evaluate,1
14,Бизнесмен отрицал обвинения,2,Бизнесмен отрицал вёслах,semantics_grammar,0.75,0.25,,,,semantics_grammar,0.75,Subject - Verb - Object,3,"['Бизнесмен', 'отрицал', 'обвинения']",бизнесмен,отрицал,обвинения,,,3,бизнесмен,10.67,masc,3,отрицать,30.51,5,обвинение,36.92,neut,,,0.02,,,,0.02,,to_evaluate,1
14,Бизнесмен отрицал обвинения,2,Бизнесмен отрицал обвинения,no,,,,1.0,,no,1.0,Subject - Verb - Object,3,"['Бизнесмен', 'отрицал', 'обвинения']",бизнесмен,отрицал,обвинения,,,3,бизнесмен,10.67,masc,3,отрицать,30.51,5,обвинение,36.92,neut,,,0.02,,,,0.02,,to_evaluate,1
15,Бизнесмен оформил налоговый вычет,3,Бизнесмен оформил налоговый олимпе,semantics_grammar,1.0,,,,,semantics_grammar,1.0,Subject - Verb - Adj - Object,4,"['Бизнесмен', 'оформил', 'налоговый', 'вычет']",бизнесмен,оформил,вычет,,налоговый,3,бизнесмен,10.67,masc,3,оформить,15.51,2,вычет,3.92,masc,,,0.02,,4.0,налоговый,23.76,masc,to_evaluate,1
15,Бизнесмен оформил налоговый вычет,3,Бизнесмен оформил налоговый олимп,semantics,,0.8571428571428571,,0.1428571428571428,,semantics,0.8571428571428571,Subject - Verb - Adj - Object,4,"['Бизнесмен', 'оформил', 'налоговый', 'вычет']",бизнесмен,оформил,вычет,,налоговый,3,бизнесмен,10.67,masc,3,оформить,15.51,2,вычет,3.92,masc,,,0.02,,4.0,налоговый,23.76,masc,to_evaluate,1
15,Бизнесмен оформил налоговый вычет,3,Бизнесмен оформил налоговый вычет,no,,,,1.0,,no,1.0,Subject - Verb - Adj - Object,4,"['Бизнесмен', 'оформил', 'налоговый', 'вычет']",бизнесмен,оформил,вычет,,налоговый,3,бизнесмен,10.67,masc,3,оформить,15.51,2,вычет,3.92,masc,,,0.02,,4.0,налоговый,23.76,masc,to_evaluate,1
15,Бизнесмен оформил налоговый вычет,3,Бизнесмен оформил налоговый вычетом,grammar,,,1.0,,,grammar,1.0,Subject - Verb - Adj - Object,4,"['Бизнесмен', 'оформил', 'налоговый', 'вычет']",бизнесмен,оформил,вычет,,налоговый,3,бизнесмен,10.67,masc,3,оформить,15.51,2,вычет,3.92,masc,,,0.02,,4.0,налоговый,23.76,masc,to_evaluate,1
17,Браконьеры убили лося,2,Браконьеры убили лося,no,,,,1.0,,no,1.0,Subject - Verb - Object,3,"['Браконьеры', 'убили', 'лося']",браконьеры,убили,лося,,,4,браконьер,1.46,masc,3,убить,198.0451460839328,2,лось,7.94,masc,,,0.02,,,,0.02,,to_evaluate,1
17,Браконьеры убили лося,2,Браконьеры убили лось,grammar,,,1.0,,,grammar,1.0,Subject - Verb - Object,3,"['Браконьеры', 'убили', 'лося']",браконьеры,убили,лося,,,4,браконьер,1.46,masc,3,убить,198.0451460839328,2,лось,7.94,masc,,,0.02,,,,0.02,,to_evaluate,1
17,Браконьеры убили лося,2,Браконьеры убили сержа,semantics,,0.875,,0.125,,semantics,0.875,Subject - Verb - Object,3,"['Браконьеры', 'убили', 'лося']",браконьеры,убили,лося,,,4,браконьер,1.46,masc,3,убить,198.0451460839328,2,лось,7.94,masc,,,0.02,,,,0.02,,to_evaluate,1
17,Браконьеры убили лося,2,Браконьеры убили серж,semantics_grammar,0.75,,0.25,,,semantics_grammar,0.75,Subject - Verb - Object,3,"['Браконьеры', 'убили', 'лося']",браконьеры,убили,лося,,,4,браконьер,1.46,masc,3,убить,198.0451460839328,2,лось,7.94,masc,,,0.02,,,,0.02,,to_evaluate,1
17,Браконьеры убили лося,2,Браконьеры убили сержем,semantics_grammar,0.75,0.25,,,,semantics_grammar,0.75,Subject - Verb - Object,3,"['Браконьеры', 'убили', 'лося']",браконьеры,убили,лося,,,4,браконьер,1.46,masc,3,убить,198.0451460839328,2,лось,7.94,masc,,,0.02,,,,0.02,,to_evaluate,1
19,Вердикт носит рекомендательный характер,3,Вердикт носит рекомендательный характер,no,,,,1.0,,no,1.0,Subject - Verb - Adj - Object,4,"['Вердикт', 'носит', 'рекомендательный', 'характер']",вердикт,носит,характер,,рекомендательный,2,вердикт,2.13,masc,2,носить,122.820144399796,3,характер,202.9910670978146,masc,,,0.02,,6.0,рекомендательный,2.3,masc,to_evaluate,1
19,Вердикт носит рекомендательный характер,3,Вердикт носит рекомендательный январь,semantics,,1.0,,,,semantics,1.0,Subject - Verb - Adj - Object,4,"['Вердикт', 'носит', 'рекомендательный', 'характер']",вердикт,носит,характер,,рекомендательный,2,вердикт,2.13,masc,2,носить,122.820144399796,3,характер,202.9910670978146,masc,,,0.02,,6.0,рекомендательный,2.3,masc,to_evaluate,1
19,Вердикт носит рекомендательный характер,3,Вердикт носит рекомендательный характеру,grammar,,0.125,0.75,0.125,,grammar,0.75,Subject - Verb - Adj - Object,4,"['Вердикт', 'носит', 'рекомендательный', 'характер']",вердикт,носит,характер,,рекомендательный,2,вердикт,2.13,masc,2,носить,122.820144399796,3,характер,202.9910670978146,masc,,,0.02,,6.0,рекомендательный,2.3,masc,to_evaluate,1
19,Вердикт носит рекомендательный характер,3,Вердикт носит рекомендательный характеру,grammar,,0.0833333333333333,0.8333333333333334,0.0833333333333333,,grammar,0.8333333333333334,Subject - Verb - Adj - Object,4,"['Вердикт', 'носит', 'рекомендательный', 'характер']",вердикт,носит,характер,,рекомендательный,2,вердикт,2.13,masc,2,носить,122.820144399796,3,характер,202.9910670978146,masc,,,0.02,,6.0,рекомендательный,2.3,masc,to_evaluate,1
19,Вердикт носит рекомендательный характер,3,Вердикт носит рекомендательный январю,semantics_grammar,1.0,,,,,semantics_grammar,1.0,Subject - Verb - Adj - Object,4,"['Вердикт', 'носит', 'рекомендательный', 'характер']",вердикт,носит,характер,,рекомендательный,2,вердикт,2.13,masc,2,носить,122.820144399796,3,характер,202.9910670978146,masc,,,0.02,,6.0,рекомендательный,2.3,masc,to_evaluate,1
22,Владелец игнорировал обращения,2,Владелец игнорировал местечка,semantics_grammar,1.0,,,,,semantics_grammar,1.0,Subject - Verb - Object,3,"['Владелец', 'игнорировал', 'обращения']",владелец,игнорировал,обращения,,,3,владелец,43.62,masc,5,игнорировать,9.64,5,обращение,55.75,neut,,,0.02,,,,0.02,,to_evaluate,1
22,Владелец игнорировал обращения,2,Владелец игнорировал месту,semantics_grammar,1.0,,,,,semantics_grammar,1.0,Subject - Verb - Object,3,"['Владелец', 'игнорировал', 'обращения']",владелец,игнорировал,обращения,,,3,владелец,43.62,masc,5,игнорировать,9.64,5,обращение,55.75,neut,,,0.02,,,,0.02,,to_evaluate,1
22,Владелец игнорировал обращения,2,Владелец игнорировал побережьем,semantics_grammar,1.0,,,,,semantics_grammar,1.0,Subject - Verb - Object,3,"['Владелец', 'игнорировал', 'обращения']",владелец,игнорировал,обращения,,,3,владелец,43.62,masc,5,игнорировать,9.64,5,обращение,55.75,neut,,,0.02,,,,0.02,,to_evaluate,1
22,Владелец игнорировал обращения,2,Владелец игнорировал обращению,grammar,,0.2222222222222222,0.7777777777777778,,,grammar,0.7777777777777778,Subject - Verb - Object,3,"['Владелец', 'игнорировал', 'обращения']",владелец,игнорировал,обращения,,,3,владелец,43.62,masc,5,игнорировать,9.64,5,обращение,55.75,neut,,,0.02,,,,0.02,,to_evaluate,1
